省	路由条目	AS路径	归属AS号	归属AS名	次优路由条目	次优AS路径
广东	58.83.192.0/18	 9808 56040 17428 9308 	9308	世纪互联	58.83.240.0/21	 9808 9308 
广东	124.251.0.0/19	 9808 56040 17428 9308 	9308	世纪互联	124.251.10.0/23	 9808 9308 
广东	124.251.0.0/19	 9808 56040 17428 9308 	9308	世纪互联	124.251.26.0/24	 9808 9308 
广东	180.76.0.0/16	 9808 56040 38365 38365 	38365	百度	180.76.198.0/23	 9808 4837 
广东	182.61.0.0/16	 9808 56040 38365 38365 	38365	百度	182.61.128.0/23	 9808 4837 
广东	182.61.0.0/16	 9808 56040 38365 38365 	38365	百度	182.61.132.0/24	 9808 4837 38365 38365 
广东	203.86.0.0/19	 9808 56040 	56040	广东移动	203.86.24.0/22	 9808 9394 24138 
广东	220.231.128.0/17	 9808 56040 	56040	广东移动	220.231.192.0/18	 9808 4837 17623 
江苏	113.214.0.0/15	 9808 56046 24139 	24139	华数宽带	113.215.248.0/21	 9808 4134 4812 
江苏	120.132.0.0/19	 9808 56046 59089 	59089	天地祥云	120.132.16.0/21	 9808 4134 23650 
江苏	211.65.64.0/20	 9808 56046 65235 	65235		211.65.64.0/24	 9808 4538 
上海	42.159.0.0/16	 9808 24400 58593 	58593	微软	42.159.230.0/24	 9808 4134 23724 58593 
上海	58.198.16.0/22	 9808 24400 56004 	56004	上海市教育委员会信息中心	58.198.16.0/24	 9808 4538 
上海	58.198.20.0/22	 9808 24400 56004 	56004	上海市教育委员会信息中心	58.198.20.0/24	 9808 4538 
上海	58.198.24.0/22	 9808 24400 56004 	56004	上海市教育委员会信息中心	58.198.24.0/24	 9808 4538 
上海	59.78.84.0/23	 9808 24400 56004 	56004	上海市教育委员会信息中心	59.78.85.0/24	 9808 4538 
上海	59.78.112.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	59.78.118.0/24	 9808 4538 
上海	101.198.160.0/19	 9808 24400 55992 	55992	奇虎360	101.198.168.0/23	 9808 4134 36678 55992 55992 
上海	103.10.2.0/23	 9808 24400 59083 	59083	Shanghai Kuanhui Tech. Co.,ltd	103.10.3.0/24	 9808 4134 4812 59083 
上海	117.74.128.0/22	 9808 24400 24141 	24141	上海地面通信息网络有限公司	117.74.130.0/23	 9808 4134 4812 
上海	117.74.132.0/22	 9808 24400 24141 	24141	上海地面通信息网络有限公司	117.74.135.0/24	 9808 4837 17621 24141 
上海	117.74.136.0/22	 9808 24400 24141 	24141	上海地面通信息网络有限公司	117.74.136.0/24	 9808 4837 17621 24141 
上海	119.15.136.0/22	 9808 24400 24141 	24141	上海地面通信息网络有限公司	119.15.136.0/23	 9808 4837 17621 24141 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.128.0/22	 9808 4837 17621 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.132.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.144.0/23	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.146.0/24	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.152.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.162.0/23	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.162.0/24	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.164.0/23	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.166.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.168.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.170.0/24	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.174.0/23	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.176.0/23	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.180.0/23	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.184.0/23	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.192.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.194.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.198.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.200.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.202.0/23	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.204.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.206.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.210.0/24	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.210.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.211.0/24	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.212.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.214.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.216.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.218.0/24	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.218.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.219.0/24	 9808 4134 4812 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.220.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.222.0/23	 9808 4837 17621 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.231.0/24	 9808 4837 17621 17775 
上海	122.144.128.0/17	 9808 24400 17775 	17775	上海科技网	122.144.254.0/24	 9808 4134 4812 17775 
上海	125.215.0.0/18	 9808 24400 17775 	17775	上海科技网	125.215.36.0/23	 9808 4837 17621 
上海	125.215.0.0/18	 9808 24400 17775 	17775	上海科技网	125.215.44.0/23	 9808 4134 4812 
上海	125.215.0.0/18	 9808 24400 17775 	17775	上海科技网	125.215.52.0/23	 9808 4837 17621 
上海	139.219.0.0/16	 9808 24400 58593 	58593	微软	139.219.184.0/24	 9808 4134 23724 58593 
上海	139.219.0.0/16	 9808 24400 58593 	58593	微软	139.219.190.0/24	 9808 4134 4812 4811 58593 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.0.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.1.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.2.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.3.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.7.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.14.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.31.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.32.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.33.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.34.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.35.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.57.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.58.0/24	 9808 4538 
上海	202.120.0.0/18	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.63.0/24	 9808 4538 
上海	202.120.80.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.80.0/24	 9808 4538 
上海	202.120.80.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.81.0/24	 9808 4538 
上海	202.120.80.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.88.0/24	 9808 4538 
上海	202.120.96.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.108.0/24	 9808 4538 
上海	202.120.96.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.111.0/24	 9808 4538 
上海	202.120.128.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.128.0/24	 9808 4538 
上海	202.120.128.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.143.0/24	 9808 4538 
上海	202.120.144.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.144.0/24	 9808 4538 
上海	202.120.144.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.146.0/24	 9808 4538 
上海	202.120.160.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.160.0/24	 9808 4538 
上海	202.120.176.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.181.0/24	 9808 4538 
上海	202.120.176.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.188.0/24	 9808 4538 
上海	202.120.176.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.120.189.0/24	 9808 4538 
上海	202.121.16.0/22	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.16.0/24	 9808 4538 
上海	202.121.16.0/22	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.17.0/24	 9808 4538 
上海	202.121.28.0/22	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.28.0/24	 9808 4538 
上海	202.121.32.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.32.0/24	 9808 4538 
上海	202.121.48.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.48.0/24	 9808 4538 
上海	202.121.48.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.49.0/24	 9808 4538 
上海	202.121.48.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.63.0/24	 9808 4538 
上海	202.121.80.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.80.0/24	 9808 4538 
上海	202.121.80.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.81.0/24	 9808 4538 
上海	202.121.128.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.128.0/24	 9808 4538 
上海	202.121.128.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.129.0/24	 9808 4538 
上海	202.121.128.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.138.0/24	 9808 4538 
上海	202.121.148.0/22	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.150.0/24	 9808 4538 
上海	202.121.168.0/21	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.168.0/24	 9808 4538 
上海	202.121.208.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.208.0/24	 9808 4538 
上海	202.121.224.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.224.0/24	 9808 4538 
上海	202.121.224.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	202.121.225.0/24	 9808 4538 
上海	202.158.160.0/19	 9808 24400 9812 9812 9812 	9812	上海东方有线	202.158.160.0/20	 9808 9394 45057 9812 
上海	202.158.160.0/19	 9808 24400 9812 9812 9812 	9812	上海东方有线	202.158.176.0/20	 9808 9394 45057 9812 
上海	203.95.0.0/21	 9808 24400 17775 	17775	上海科技网	203.95.2.0/24	 9808 4134 4812 
上海	203.95.0.0/21	 9808 24400 17775 	17775	上海科技网	203.95.5.0/24	 9808 4134 4812 
上海	203.95.0.0/21	 9808 24400 17775 	17775	上海科技网	203.95.6.0/24	 9808 4134 4812 
上海	210.5.0.0/19	 9808 24400 10212 	10212	中企通信	210.5.3.0/24	 9808 4134 4812 10212 
上海	210.5.0.0/19	 9808 24400 10212 	10212	中企通信	210.5.18.0/24	 9808 4134 4812 10212 
上海	210.5.0.0/19	 9808 24400 10212 	10212	中企通信	210.5.23.0/24	 9808 4837 17621 10212 
上海	210.14.70.0/23	 9808 24400 17775 	17775	上海科技网	210.14.71.0/24	 9808 4837 17621 17775 
上海	210.35.64.0/22	 9808 24400 56004 	56004	上海市教育委员会信息中心	210.35.64.0/24	 9808 4538 
上海	210.35.64.0/22	 9808 24400 56004 	56004	上海市教育委员会信息中心	210.35.66.0/24	 9808 4538 
上海	210.35.68.0/22	 9808 24400 56004 	56004	上海市教育委员会信息中心	210.35.68.0/24	 9808 4538 
上海	210.35.80.0/22	 9808 24400 56004 	56004	上海市教育委员会信息中心	210.35.80.0/24	 9808 4538 
上海	210.35.88.0/21	 9808 24400 56004 	56004	上海市教育委员会信息中心	210.35.88.0/24	 9808 4538 
上海	210.35.96.0/22	 9808 24400 56004 	56004	上海市教育委员会信息中心	210.35.96.0/24	 9808 4538 
上海	210.35.112.0/21	 9808 24400 56004 	56004	上海市教育委员会信息中心	210.35.112.0/24	 9808 4538 
上海	211.80.0.0/21	 9808 24400 56004 	56004	上海市教育委员会信息中心	211.80.0.0/24	 9808 4538 
上海	211.80.8.0/23	 9808 24400 56004 	56004	上海市教育委员会信息中心	211.80.8.0/24	 9808 4538 
上海	211.80.16.0/21	 9808 24400 56004 	56004	上海市教育委员会信息中心	211.80.16.0/24	 9808 4538 
上海	211.80.32.0/19	 9808 24400 56004 	56004	上海市教育委员会信息中心	211.80.48.0/20	 9808 4538 
上海	211.80.80.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	211.80.81.0/24	 9808 4538 
上海	211.80.80.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	211.80.82.0/24	 9808 4538 
上海	211.80.112.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	211.80.112.0/24	 9808 4538 
上海	211.144.64.0/19	 9808 24400 9812 9812 9812 	9812	上海东方有线	211.144.64.0/24	 9808 4134 4812 9812 9812 
上海	211.144.64.0/19	 9808 24400 9812 9812 9812 	9812	上海东方有线	211.144.80.0/20	 9808 9394 45057 9812 
上海	211.144.64.0/19	 9808 24400 9812 9812 9812 	9812	上海东方有线	211.144.85.0/24	 9808 4837 9812 
上海	211.144.96.0/19	 9808 24400 17775 	17775	上海科技网	211.144.100.0/23	 9808 4837 17621 
上海	211.144.96.0/19	 9808 24400 17775 	17775	上海科技网	211.144.104.0/23	 9808 4837 17621 
上海	211.144.96.0/19	 9808 24400 17775 	17775	上海科技网	211.144.106.0/23	 9808 4837 17621 
上海	211.144.96.0/19	 9808 24400 17775 	17775	上海科技网	211.144.108.0/23	 9808 4837 17621 
上海	211.144.96.0/19	 9808 24400 17775 	17775	上海科技网	211.144.118.0/23	 9808 4134 4812 
上海	211.144.96.0/19	 9808 24400 17775 	17775	上海科技网	211.144.120.0/21	 9808 4134 4812 
上海	211.144.96.0/19	 9808 24400 17775 	17775	上海科技网	211.144.124.0/23	 9808 4837 17621 
上海	211.147.80.0/21	 9808 24400 23853 	23853	上海数讯信息技术有限公司	211.147.84.0/24	 9808 4134 4812 23853 
上海	211.167.96.0/20	 9808 24400 9812 9812 	9812	上海东方有线	211.167.96.0/21	 9808 9394 45057 9812 
上海	211.167.96.0/19	 9808 24400 9812 9812 9812 	9812	上海东方有线	211.167.96.0/21	 9808 9394 45057 9812 
上海	218.97.0.0/17	 9808 24400 10212 	10212	中企通信	218.97.0.0/23	 9808 4134 
上海	218.97.0.0/17	 9808 24400 10212 	10212	中企通信	218.97.0.0/18	 9808 9394 24138 10212 
上海	218.97.0.0/17	 9808 24400 10212 	10212	中企通信	218.97.7.0/24	 9808 4134 4812 10212 
上海	218.97.0.0/17	 9808 24400 10212 	10212	中企通信	218.97.10.0/24	 9808 4837 17621 10212 
上海	218.97.0.0/17	 9808 24400 10212 	10212	中企通信	218.97.24.0/22	 9808 9394 24138 10212 
上海	218.97.0.0/17	 9808 24400 10212 	10212	中企通信	218.97.42.0/24	 9808 4837 17621 10212 
上海	218.97.0.0/17	 9808 24400 10212 	10212	中企通信	218.97.43.0/24	 9808 4134 4812 10212 
上海	218.97.0.0/17	 9808 24400 10212 	10212	中企通信	218.97.59.0/24	 9808 4134 4812 10212 
上海	218.97.0.0/17	 9808 24400 10212 	10212	中企通信	218.97.124.0/22	 9808 4134 4812 
上海	218.193.144.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	218.193.144.0/24	 9808 4538 
上海	218.242.0.0/16	 9808 24400 9812 9812 9812 	9812	上海东方有线	218.242.66.0/24	 9808 4134 4812 9812 9812 
上海	218.242.0.0/16	 9808 24400 9812 9812 9812 	9812	上海东方有线	218.242.68.0/24	 9808 4134 4812 9812 9812 
上海	218.242.0.0/16	 9808 24400 9812 9812 9812 	9812	上海东方有线	218.242.69.0/24	 9808 4134 4812 9812 9812 
上海	218.242.64.0/18	 9808 24400 9812 	9812	上海东方有线	218.242.66.0/24	 9808 4134 4812 9812 9812 
上海	218.242.64.0/18	 9808 24400 9812 	9812	上海东方有线	218.242.68.0/24	 9808 4134 4812 9812 9812 
上海	218.242.64.0/18	 9808 24400 9812 	9812	上海东方有线	218.242.69.0/24	 9808 4134 4812 9812 9812 
上海	219.220.176.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	219.220.176.0/24	 9808 4538 
上海	219.220.176.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	219.220.181.0/24	 9808 4538 
上海	219.220.200.0/21	 9808 24400 56004 	56004	上海市教育委员会信息中心	219.220.200.0/24	 9808 4538 
上海	219.220.208.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	219.220.212.0/24	 9808 4538 
上海	219.220.208.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	219.220.216.0/24	 9808 4538 
上海	219.228.48.0/21	 9808 24400 56004 	56004	上海市教育委员会信息中心	219.228.48.0/24	 9808 4538 
上海	219.228.64.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	219.228.71.0/24	 9808 4538 
上海	219.228.160.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	219.228.160.0/24	 9808 4538 
上海	219.228.176.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	219.228.176.0/24	 9808 4538 
上海	222.204.192.0/20	 9808 24400 56004 	56004	上海市教育委员会信息中心	222.204.192.0/24	 9808 4538 
政企公司	106.2.0.0/19	 9808 65520 63545 	63545	Beijing SpeedyCloud Technologies Co.,Ltd.	106.2.10.0/24	 9808 4837 4808 63545 63545 
